Claude 3 Opus (Inspect),Claude 3.5 Sonnet (New) (Inspect),Claude 3.5 Sonnet (Old) (Inspect),Claude 3.7 Sonnet (Inspect),Claude 4 Opus (Inspect),Claude 4.1 Opus (Inspect),Claude Opus 4.5 (Inspect),GPT-4 0314,GPT-4 1106 (Inspect),GPT-4 Turbo (Inspect),GPT-4o (Inspect),GPT-5 (Inspect),GPT-5.1-Codex-Max (Inspect),GPT-5.2,Gemini 3 Pro,human,o1 (Inspect),o1-preview,o3 (Inspect)
3.7306612712783744,45.74026499651995,14.284140533724123,108.62971046481942,147.09836363719853,138.99934942232977,453.26238616158645,4.803416794613027,3.385168670687071,2.171363953122195,5.684585990153562,358.8479772538672,385.63420686217245,457.12343688363813,454.1023699071755,162.47202227270657,131.9359942561485,47.73553486707842,268.4758395978589
1.7403697326550287,16.286482060179193,13.992363569483414,56.53755077716652,89.46645055312003,84.2093500457185,101.35756242780133,2.0051947576992113,1.921653043331449,2.663541483423835,6.110411104373602,107.7743935515557,150.02892327820717,149.179318253443,107.53551326309417,116.1899082167912,26.223737288036205,14.823712088345232,74.09330907355701
2.907449597803665,31.382384491452022,11.049705266966962,82.11988148061467,163.502877228472,257.44796306545925,1035.6575421102816,4.567590214215958,3.6668188491820786,3.982812626563743,5.132665146429138,1155.081298111168,956.606711276448,2281.450220675468,430.2597002112155,155.55516993237657,66.61197092789784,19.555683702717765,314.1945413503113
9.8835963179338,22.773424097123815,17.741890327866688,77.07348191356806,72.2829477592897,75.93428905380183,351.2441853366867,5.89637398113523,4.352298123216492,4.045501021426373,7.86216197555159,149.0763494066294,195.03402926970216,231.06980676523992,238.58131890464662,121.6863020469099,20.735663389107145,19.038701299355232,130.31745489208262
2.3471759089396977,16.255427993251608,6.8991965514967175,52.87942236848467,65.78082512209477,65.75444390293609,190.8919062297262,2.7793633564878313,1.6114908947710866,1.9434180934445584,4.269779400153686,144.33242232310724,218.06139861165772,762.6209205577994,300.24820465284307,44.81797267772596,25.742242776634402,20.67352328556707,103.04031074458834
6.840978609578712,29.499065339850187,13.72791787370336,81.93830462238809,129.75609791779132,136.4642032382062,313.9926532010198,5.106401348701057,6.500926768020669,6.16357508040274,9.38053066103818,278.52856769714367,334.00317270032843,409.66860300849623,227.81714569967525,196.5231527170522,61.929668413302636,37.74856501234385,188.2642539094335
1.6672842892948663,4.820064712844298,4.007190806814236,25.839088220201358,71.72354149691014,74.74664797396328,257.89658019466356,2.0586484439482056,1.4236983990740615,1.442086035683757,4.5558138558510635,224.6299861024502,202.92319197435813,336.08321707332595,167.6142217836739,130.99673947166485,31.80826573011368,13.969076855932856,114.66593580443057
2.105475044973883,21.943489221489077,16.191017170924315,69.00658781572172,151.49548216100303,108.77347261117156,324.766343927564,3.5021317834929317,3.1724863335944855,3.8905046345481162,7.426254390351646,240.7439524070084,261.1465372988862,409.90978388563803,309.7872019986547,235.14465480819572,60.55933450633429,34.555222757210785,160.05378408769047
3.0184175666272246,20.093414015936794,13.081868366141606,53.13155238069185,79.98707711574393,91.7992383057946,187.1345353369285,3.3513849364125647,4.862764462955703,4.039907646805141,10.14362341115713,111.22552567182454,210.0158911508575,151.03343280697598,176.00833684433027,183.02825514444166,52.38675196116264,23.799949289046005,87.0174459818198
1.8896333594347174,9.598898991820294,4.699642208572213,28.87480028684504,64.93438020659856,61.03546116083231,130.80631913689982,1.747299286091951,2.2178600449281363,1.4949314887647203,2.844176920198103,135.4289215829353,163.7709391486971,188.46838585285644,169.85433898787036,115.86333780427648,20.152307262749076,12.296894540179212,115.0711245908552
4.896748769750089,23.03499035345823,7.519394443353187,73.6976174185214,85.00369852521459,92.54795455330276,164.16162401900607,3.107414577155921,5.130440766889912,2.8167846158586047,6.384809120602626,183.2107560758759,165.40259140136894,252.4291650639377,199.4763041002133,53.84362855322809,48.96382410776656,19.759729279305024,93.81908793797541
2.0427389905381315,14.66795130159724,15.358232052394166,44.328583292345435,81.71504098246159,77.59649917697175,282.006030878429,2.204425464335065,2.343085358264682,2.027802908143364,7.315352280659902,208.5823680876166,216.30182379221333,413.47611265562966,238.10425675038888,130.6411385831525,31.542054558473662,19.88138208483936,91.6447828511574
2.5198248411852426,9.006478114770944,4.162286205799168,39.698607782112454,70.33203151288711,63.66366155899318,157.40123054885035,2.9370851106667315,2.4694323597031707,2.774066508098907,5.046963103940886,136.45750858745723,113.36515093680866,292.41219051176586,125.54588888120333,82.51786084184937,30.17839857724916,14.231064379578852,80.79226707688304
1.6950011257465096,8.137067200248648,8.583018044833466,38.26643735759769,58.85286768815854,73.33131520677529,255.63443894442818,1.5899706854308262,3.4332335743355378,2.264787216774851,3.4916179969964483,178.377149526398,164.1667518767981,241.520569040533,193.20025655031304,507.2507240520921,18.210216901006,8.66649770783144,66.84826860841089
5.604135432857243,38.122246587035946,22.64883328297473,96.4611912272377,148.42229907064225,148.45315601224715,352.67408964637985,5.619134688402949,6.125699077345225,3.924831112095751,9.757148822036404,228.46850004231678,216.54731806485097,337.6723958240031,264.0688435081409,130.391914171633,50.457829669193025,19.04578017842816,104.18415356395931
2.973413416771286,10.492478829708423,6.808894004927875,24.9726464778423,105.49413093255549,62.81326087001583,327.1801081073966,2.397699150662952,2.5415080396590293,2.7450177743347535,3.0435762540301923,367.4807407235795,314.58460874567595,482.75549805457774,247.81472658790537,120.4656621696236,38.95176678265184,18.51025913517501,109.8417441809296
1.2191506538496315,11.109809796600938,7.572366764117041,37.408582440334875,47.18799327240606,53.7653310966053,266.8479643034158,0.9527204169939938,1.5113050378155586,1.3355833971876216,2.4388364824679156,304.8554576261782,214.38001741203533,781.5964182006496,232.13354569427995,53.96521624828762,24.97255364421717,13.987770297014855,106.41909978952287
1.531869659355389,9.786267270956222,5.2451909740686355,38.96859289630255,116.01512793928467,104.35760005777992,473.4823169412636,2.379057599063363,4.5007568490794085,1.8684017668759751,5.621777412476941,296.0652405080722,241.7553514166897,422.25365588168467,179.43760555391444,72.83096840697367,44.97106872504663,13.228922499039005,156.14515359463957
0.30082579317442504,10.037368457099928,5.714077020997255,60.04287001503155,66.03464332413455,79.9292737168916,165.845763974099,1.1876286245210685,0.6413298381638747,1.7713167559996614,3.33280637877724,167.16385474488314,260.4855395532913,292.47151583998067,139.28454848076993,59.33000008578688,29.342895443683197,10.921125013804618,116.4386333677723
1.5558413475355624,12.883195922851385,7.224569294696562,50.945931784326994,131.69876581124987,118.73551763112647,323.37875759410156,2.800818616698783,2.61031107692691,1.9659741108981772,7.243377528333079,384.9409749481946,377.47718433696093,750.0097852276091,324.30724836948775,303.08001361780856,33.463825613617594,24.053595237784577,160.79954598947987
2.0180034668725955,22.299804373819512,9.384436117863778,118.66505681301565,284.1970964020325,239.7130793873397,769.5436255963227,2.0963158407429807,2.866504110695462,2.232722764277471,8.28839123400302,456.9302191859659,404.99473168529926,722.3268936826156,660.2269202433321,121.91360995668396,78.67884455985396,26.82613886309008,205.70135106031103
1.8020252744187828,15.1475739871319,11.044890015730793,69.4269442603484,79.53860707283242,128.90007417316272,407.62875888115286,3.0776462489496508,1.5069292772396468,2.1929615103711884,11.228597082957876,358.38056219113076,428.83131298062455,1081.6448083067696,298.35698623279916,69.9860228858896,36.191576404823046,14.01837358034646,225.42673749815168
1.002886252677484,9.414638887317421,9.46610382225579,55.434083727260706,103.34657278957317,107.8340473581584,239.54740876340378,1.1590562950388956,1.569973357720511,1.3190412386072878,4.406359531336855,141.5608539569827,104.66551068509544,239.4748068481104,252.5632191100709,188.51300786408387,24.768861745055336,16.717976965695115,65.29469971495662
2.257180592073576,13.177234202579118,8.323894719708667,46.56852516283067,62.090134948700914,77.87326105049547,196.62126160192048,2.621917513540503,3.1956628935275235,2.4655030545719807,4.275524346712779,159.7066725343446,143.19076060871828,331.01918227450955,144.80599779117549,50.71435761716178,22.295692076109304,11.637459813028634,89.83296440690872
2.1877538235577427,11.502772047850216,6.653476732200144,27.919362780273524,79.711275914757,112.26123269558657,183.68763296934443,2.174411684094884,3.782270168477346,2.430760759313841,4.947004012468963,165.74597358811238,159.3646063315377,311.4827733356075,182.15513531718386,69.20814068319088,26.549168482510638,8.934808985516955,87.05341139693894
7.790736552162208,30.926254360902934,17.5566652140918,90.05574668681075,165.44412824156112,188.44724308029453,661.7822971298127,5.393200985031751,10.35003708061078,5.862952781363947,12.317984990727773,416.67614922392363,378.4563246102998,745.5899803308455,430.2759239753118,135.50284991895063,56.779560724856694,24.477607693020435,147.67886542282454
